MATERIAL,DESCRIPTION,SALES,CUSTCOUNT,SOCOUNT,Index,Bin - Rev,Cumulative Sales,Bin - Cust,Bin - Order Freq,Classification,Multichannel,Larger P,Material Type,COP,Production,Category
62123,PASTA SENDANI GLUTEN FREE/GRANORO 400G," 1,715 ",5,109,3997,C,0.986,Z,N,CZN,True,Retail,TRADING,IT,,PHD
102384,"BOARD CAKE 9"" SQUARE/WHITE GLOSSY 5PC HM"," 1,712 ",0,0,3998,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
498,COL PASTE SKY BLUE REDMAN 1KG," 1,712 ",13,18,3999,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
103454,BOX CAKE PVC 21.5X21.5XH23CM R201700," 1,711 ",6,11,4000,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
618,FLAVOURED CONC LIME REDMAN 500ML," 1,711 ",8,12,4001,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Beverage
100447,"BOARD CAKE 8"" ROUND WAVY PINK 5PCS"," 1,711 ",3,6,4002,C,0.986,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
104943,"CHEESE STORAGE BAG 6X11""/FORMATICUM 15PC"," 1,711 ",0,0,4003,C,0.986,Z,N,CZN,True,Retail,TRADING,US,,Non Food
66119,PAPER PLATE (GOLD) SQ 4CM," 1,711 ",11,34,4004,C,0.986,Z,N,CZN,True,Non Retail,TRADING,ID,,Non Food
101791,"BOX CAKE HIGH PLAIN WHITE 9X9X14""/REDMAN"," 1,711 ",2,4,4005,C,0.986,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
50906,SILICONFLEX SF022 SMALL MUFFINS," 1,707 ",6,12,4006,C,0.986,Z,N,CZN,True,Retail,TRADING,IT,,Non Food
66667,FREEZE DRIED PINEAPPLE CHUN/FRESH AS 40G," 1,706 ",17,43,4007,C,0.986,Z,N,CZN,True,Retail,TRADING,NZ,,Fruits
56701,SPICES FENNEL GROUND/REDMAN 60G," 1,705 ",21,47,4008,C,0.986,Z,N,CZN,True,Retail,TRADING,EG,,Grocery
62821,DECOR ICING CHRISTMAS 3D," 1,704 ",3,3,4009,C,0.986,Z,N,CZN,True,Retail,TRADING,PH,,Bakery
108695,RADICCHIO DI TREVISO PRECOCE (LONG OVAL)," 1,704 ",2,12,4010,C,0.986,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
67146,DECOR ICING UNICORN FACE," 1,702 ",1,6,4011,C,0.986,Z,N,CZN,True,Retail,TRADING,PH,,Bakery
51930,PREMIX CHOCOLATE MUFFIN REDMAN 15KG," 1,702 ",6,23,4012,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
103531,CANDLE GOLD 5," 1,697 ",4,7,4013,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
102900,ICING SNOWMAN 25X18X47MM C807," 1,697 ",4,9,4014,C,0.986,Z,N,CZN,True,Non Retail,TRADING,VN,,Bakery
104913,AGAVE AMBER RAW ORGANIC/MADHAVA 333G," 1,695 ",0,0,4015,C,0.986,Z,N,CZN,True,Retail,TRADING,US,,Bakery
7104,CHELORY DICED GREEN REDMAN 250G," 1,693 ",8,11,4016,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
106907,8 CUP BROWNIE SQUARE MLD(GLD)193WX293HMM," 1,693 ",1,1,4017,C,0.986,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
110968,PRESSED MOULD PINEAPPLE 50G 4PC," 1,692 ",0,0,4018,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
57855,"PIZZA N/S PAN 10"" 254X233X41"," 1,692 ",0,0,4019,C,0.986,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
67775,FLAVOUR BUTTERMILK REDMAN 33ML," 1,691 ",10,15,4020,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
200559,DECOR NPH RED WHITE BLUE STAR 450G," 1,691 ",12,22,4021,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
66901,FILLING PASTE MC JACK LOTUS/GOLDTREE 1KG," 1,686 ",1,1,4022,C,0.986,Z,N,CZN,True,Retail,TRADING,MY,,Filling & Jam
106795,"SILICONE TONG 9"" LILAC"," 1,685 ",0,0,4023,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
110606,SOUR CREAM PREMIUM 35% / BULLA 400ML," 1,681 ",9,15,4024,C,0.986,Z,N,CZN,True,Non Retail,TRADING,AU,,Dairy
109731,OYSTER FINE DE CLAIRE N3/TESSIER 48PC," 1,680 ",11,26,4025,C,0.986,Z,N,CZN,True,Non Retail,TRADING,FR,,Seafood
52803,PREMIX MOCHI MIX REDMAN 5KG-MTO," 1,680 ",1,2,4026,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
102885,BAMBOO SKEWER MIX BEAD 15CM," 1,679 ",11,25,4027,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
107392,PAN LOAF NS RABBIT SHAPE 16XH9CM SN2411," 1,678 ",2,3,4028,C,0.986,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
13781,FLAKES OAT LARGE REDMAN 250G," 1,678 ",12,17,4029,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
105204,"BOX LOG CAKE PLAIN GOLD 10X6X6""/REDMAN"," 1,677 ",9,12,4030,C,0.986,Z,N,CZN,True,Non Retail,TRADING,MY,,Non Food
101387,BREAD PROOFING BASKET RECT PP R201772," 1,675 ",2,5,4031,C,0.986,Z,N,CZN,True,Non Retail,TRADING,DE,,Non Food
201341,CHD AU BEEF CHUCK (PORTIONED)," 1,671 ",5,10,4032,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
81207,STRING SAUSAGE RED/WHITE," 1,671 ",5,15,4033,C,0.986,Z,N,CZN,True,Retail,TRADING,SG,,PHD
110928,RICH DARK CHOCO BAR/COTE D'OR 100G," 1,668 ",0,0,4034,C,0.986,Z,N,CZN,True,Retail,TRADING,CH,,Trade
101030,CAKE ROLLING PIN DIA33X250LMM/TOMIZ," 1,666 ",1,1,4035,C,0.986,Z,N,CZN,True,Retail,TRADING,JP,,Non Food
59982,TIP SET CARDED 418-2112," 1,666 ",3,10,4036,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
11545,SYRUP BUBBLE TEA REDMAN 510ML," 1,665 ",18,49,4037,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Beverage
102881,BAMBOO SKEWER LOOP 12CM," 1,664 ",14,60,4038,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
110614,PASTEURIZED CRAB MEAT - JUMBO LUMP 454G," 1,664 ",7,17,4039,C,0.986,Z,N,CZN,True,Non Retail,TRADING,CN,,Seafood
103526,CANDLE GOLD 0," 1,664 ",4,8,4040,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
57780,SPOON DESESRT SQUARE BLACK105MM," 1,663 ",4,7,4041,C,0.986,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
201933,TAPE METALIZED SILVER REDMAN (57160)," 1,662 ",2,2,4042,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Non Food
67362,BAKER'S COUCHE 60X160CM," 1,661 ",2,5,4043,C,0.986,Z,N,CZN,True,Non Retail,TRADING,FR,,Non Food
61355,"CAKEBOARD WOODEN RD SILVER 6"""," 1,661 ",7,41,4044,C,0.986,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
65725,BC CHEVRON MAGENTER 85MM," 1,660 ",4,16,4045,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
106571,GF MIX BROWNIE GRAINFREE 12OZ," 1,659 ",1,5,4046,C,0.986,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
107406,DRIED FLOWER ORG CORNFLOWER AUBERGINE 6G," 1,658 ",13,23,4047,C,0.986,Z,N,CZN,True,Non Retail,TRADING,AU,,Bakery
200471,SALMON TRUFFLE DON/PHD," 1,656 ",0,0,4048,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,PHD
200561,DECOR JINGLE BLEND REDMAN 500G," 1,655 ",8,18,4049,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
104296,BAKING SILICON AIR MAT ECLAIR & CHOUX," 1,655 ",2,2,4050,C,0.986,Z,N,CZN,True,Retail,TRADING,IT,,Non Food
65065,"BOARD CAKE 14"" SQUARE GOLD/REDMAN"," 1,655 ",9,14,4051,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
200543,DECOR RED 12/14 NPS REDMAN 100G," 1,653 ",4,6,4052,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
110599,CITRUS CAVIAR (FINGERLIMES) 1 KG," 1,653 ",12,14,4053,C,0.986,Z,N,CZN,True,Non Retail,TRADING,NL,,PHD
201699,PVC DISPLAY CAKE BOX WHT 25.5x25.5xH18CM," 1,652 ",2,4,4054,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Non Food
201914,OPP PLAIN FILM 5CMX300MTR," 1,652 ",17,29,4055,C,0.986,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Non Food
105458,FLOUR SPELT WHOLEGRAIN ORG KIALLA 700G," 1,651 ",2,3,4056,C,0.986,Z,N,CZN,True,Retail,TRADING,AU,,"Flour, Grain & Flakes"
64601,COOKIE GLUTEN FREE/GULLON 200G," 1,651 ",3,4,4057,C,0.986,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
2711,FOND STRW 'E' 10514/KESSKO 3KG," 1,650 ",7,14,4058,C,0.986,Z,N,CZN,True,Non Retail,TRADING,DE,,"Flour, Grain & Flakes"
107212,GREEN PISTACHIO MEAL/REDMAN 25LB," 1,650 ",2,4,4059,C,0.986,Z,N,CZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
107332,DECOR SUGAR PEARL SILVER 2MM 100G," 1,650 ",11,17,4060,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Bakery
102431,BC TULIP COCOA PAPER 11X11CM R201823," 1,644 ",7,10,4061,C,0.986,Z,N,CZN,True,Non Retail,TRADING,IT,,Non Food
1750,CUTTER DOUGHNUT DIA 8CM," 1,643 ",1,1,4062,C,0.986,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
63721,CREAMING ACE REDMAN 650G," 1,643 ",4,14,4063,C,0.986,Z,N,CZN,True,Retail,FG,P-SG,Y,Fat & Oil
106002,BAKER TWINE RED 1.5MMX50M," 1,642 ",5,5,4064,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
105378,SPRINKLES UNICORN PURPLE 710-0-0498 285G," 1,641 ",5,6,4065,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Bakery
105341,CHD HONEY BAKED HAM SLICED 200G," 1,640 ",2,3,4066,C,0.986,Z,N,CZN,True,Retail,TRADING,SG,,Meat
52660,BOTTLE PET RD RED CAP HANDLE 3.6L 4060," 1,640 ",0,0,4067,C,0.986,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
2464,MOULD MUFFIN AL 22.4CMX17CMX1.5 12CAV," 1,639 ",2,4,4068,C,0.986,Z,N,CZN,True,Retail,TRADING,SG,,Non Food
103477,MUFFIN CUP SET 48X50MM GREEN 50PC," 1,638 ",5,12,4069,C,0.986,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
57478,GUM PASTE ROSE WHITE 12PC 2.5X2.5CM," 1,635 ",5,9,4070,C,0.986,Z,N,CZN,True,Retail,TRADING,ID,,Bakery
50192,ROSEBUD PURPLE MKKD 28PC 4X4CM," 1,635 ",11,31,4071,C,0.986,Z,N,CZN,True,Non Retail,TRADING,ID,,Bakery
104471,GF FLOUR RICE SWEET WHITE/BOB'S R M 24OZ," 1,633 ",8,30,4072,C,0.986,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
